"Survey_Group2011","Survey_Code2011","Recipient_Code","Visa_Code_DG","MR_Code_DG","MR_Field_DG","Empl_Matrix_Name_DG","Emp_Status_Name_DG","Postdoctorate_Name_DG","Degree_Institution","Degree_Department","Citizen_Name_DG","DG_No_Forms","City","State","Zip","Type_of_Degree_DG","Surgroup2011","Recipient_Number","Sex_Code_DG","Empl_Matrix_Code_OLD","Postdoctorate_Code_DG","Emp_Status_Code_DG","Left_US_DG","Empl_Position_Title","Empl_Dept_Div","Empl_Inst_Org","Empl_City","Empl_State","Empl_Zip","Empl_Country","Surcode2011","Serial Number_DG","DG_Forms_Current_Yr","Surgroup","Survey_Code","Survey_Group","Empl_Matrix_Name","Empl_Matrix_Code","Granting Dept Serial Number","Surcode","Left_US_Code_DG","Date_Conferred_Code","survey_year","survey_type"
42.0,MDJH,"310MDJH0312",888.0,61.0,"6-Stat",Other Academic,Full-time,No,Johns Hopkins University ,Department of Biostatistics,United States,5.0,Baltimore,MD,"21205",PHD,"40",3.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Department of Biostatistics and Epidemiology,University of Pennsylvania School of Medicine,Philadelphia,PA,"19104-60221",United States,"42MDJH",20123861,5.0,Biostat,MDJH,310.0,Other Academic,905.0,1604.0,"310MDJH",2.0,9.0,2012,DGData
42.0,MDJH,"310MDJH0412",2.0,61.0,"6-Stat",Group IV,Full-time,No,Johns Hopkins University ,Department of Biostatistics,Brazil,5.0,Baltimore,MD,"21205",PHD,"40",4.0,1.0,40.0,2.0,1.0,No,Research Assistant,Department of Biostatistics,Johns Hopkins University ,Baltimore,MD,"21205-2103",United States,"42MDJH",20123606,5.0,Biostat,MDJH,310.0,Biostatistics,310.0,1604.0,"310MDJH",2.0,11.0,2012,DGData
42.0,MDJH,"310MDJH0512",2.0,61.0,"6-Stat",Non-US Academic,Full-time,Yes,Johns Hopkins University ,Department of Biostatistics,China,5.0,Baltimore,MD,"21205",PHD,"40",5.0,2.0,150.0,1.0,1.0,Yes,Postdoctoral Fellow,Department of Statistics and Actuarial Science,University of Waterloo,Waterloo ON N2L 3G1,,,CANADA,"42MDJH",20124485,5.0,Biostat,MDJH,310.0,Non-US Academic,945.0,1604.0,"310MDJH",1.0,10.0,2012,DGData
20.0,TNUT,"120TNUT0312",888.0,60.0,"5-Prob",Masters,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,United States,11.0,Knoxville,TN,"37996",PHD,"20",3.0,2.0,60.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Murray State University,Murray,KY,"42071",United States,"20TNUT",20121851,11.0,MPu_M,TNUT,120.0,Masters,410.0,2286.0,"120TNUT",2.0,6.0,2012,DGData
20.0,TNUT,"120TNUT0412",888.0,57.0,"3-Geom",Bachelors,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,United States,11.0,Knoxville,TN,"37996",PHD,"20",4.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Houston Baptist University,Houston,TX,"77074",United States,"20TNUT",20123153,11.0,MPu_M,TNUT,120.0,Bachelors,510.0,2286.0,"120TNUT",2.0,6.0,2012,DGData
41.0,PASU,"210PASU0412",888.0,62.0,"6-Stat",Group IV,Full-time,No,"Pennsylvania State University, University Park",Department of Statistics,United States,9.0,University Park,PA,"16802",PHD,"40",4.0,2.0,40.0,2.0,1.0,No,Assistant Professor,Division of Biostatistics,University of Minnesota,Minneapolis,MN,"55455",,"41PASU",20122007,9.0,Stat,PASU,210.0,Biostatistics,310.0,2023.0,"210PASU",2.0,2.0,2012,DGData
20.0,TNUT,"120TNUT1012",1.0,60.0,"5-Prob",Business/Industry,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,Russia,11.0,Knoxville,TN,"37996",PHD,"20",10.0,2.0,120.0,2.0,1.0,No,Statistical Consultant,Research and Development,Equifax,Atlanta,GA,"30309",,"20TNUT",20124359,11.0,MPu_M,TNUT,120.0,Business/Industry,935.0,2286.0,"120TNUT",2.0,11.0,2012,DGData
20.0,TNUT,"120TNUT0612",2.0,60.0,"5-Prob",Business/Industry,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,China,11.0,Knoxville,TN,"37996",PHD,"20",6.0,2.0,120.0,2.0,1.0,No,Statistics and Outcome Researcher,,Health Advocate Inc,Plymouth Meeting,PA,"19462",United States,"20TNUT",20122541,11.0,MPu_M,TNUT,120.0,Business/Industry,935.0,2286.0,"120TNUT",2.0,11.0,2012,DGData
20.0,TNUT,"120TNUT0712",888.0,13.0,"1-Alg",Bachelors,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,United States,11.0,Knoxville,TN,"37996",PHD,"20",7.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Kansas Wesleyan University,Salina,KS,"67401",,"20TNUT",20121728,11.0,MPu_M,TNUT,120.0,Bachelors,510.0,2286.0,"120TNUT",2.0,2.0,2012,DGData
20.0,TNUT,"120TNUT0812",888.0,52.0,"3-Geom",Other Academic,Full-time,No,"University of Tennessee, Knoxville",Department of Mathematics,United States,11.0,Knoxville,TN,"37996",PHD,"20",8.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Young Harris College,Young Harris,GA,"30582",,"20TNUT",20120798,11.0,MPu_M,TNUT,120.0,Other Academic,905.0,2286.0,"120TNUT",2.0,2.0,2012,DGData
41.0,PATU,"210PATU0112",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,Temple University,Department of Statistics,Unknown,5.0,Philadelphia,PA,"19122",PHD,"40",1.0,1.0,120.0,2.0,1.0,No,Biostatistician,,Merck Co Inc,Kenilworth,NJ,"07033",United States,"41PATU",20120390,5.0,Stat,PATU,210.0,Business/Industry,935.0,2284.0,"210PATU",2.0,7.0,2012,DGData
41.0,PATU,"210PATU0212",999.0,62.0,"6-Stat",Unknown (US),Unknown,Unknown,Temple University,Department of Statistics,Unknown,5.0,Philadelphia,PA,"19122",PHD,"40",2.0,1.0,190.0,999.0,999.0,No,,,,,,,,"41PATU",20121902,5.0,Stat,PATU,210.0,Unknown (US),985.0,2284.0,"210PATU",2.0,11.0,2012,DGData
41.0,PATU,"210PATU0312",1.0,62.0,"6-Stat",Business/Industry,Full-time,No,Temple University,Department of Statistics,Unknown,5.0,Philadelphia,PA,"19122",PHD,"40",3.0,1.0,120.0,2.0,1.0,No,Director,Clinical Statistics,Johnson and Johnson,Philadelphia,PA,"19118",United States,"41PATU",20123705,5.0,Stat,PATU,210.0,Business/Industry,935.0,2284.0,"210PATU",2.0,11.0,2012,DGData
41.0,PATU,"210PATU0412",1.0,62.0,"6-Stat",Business/Industry,Full-time,No,Temple University,Department of Statistics,Unknown,5.0,Philadelphia,PA,"19122",PHD,"40",4.0,1.0,120.0,2.0,1.0,No,Statistician,,ClinForce,King of Prussia,PA,"19406",United States,"41PATU",20124317,5.0,Stat,PATU,210.0,Business/Industry,935.0,2284.0,"210PATU",2.0,2.0,2012,DGData
41.0,PATU,"210PATU0512",1.0,62.0,"6-Stat",Other Academic,Full-time,No,Temple University,Department of Statistics,Unknown,5.0,Philadelphia,PA,"19122",PHD,"40",5.0,1.0,90.0,2.0,1.0,No,Senior Biostatistician,Division of Biostatistics,Thomas Jefferson University,Philadelphia,PA,"19107",,"41PATU",20123939,5.0,Stat,PATU,210.0,Other Academic,905.0,2284.0,"210PATU",2.0,11.0,2012,DGData
20.0,CASZ,"130CASZ0212",888.0,53.0,"3-Geom",Unknown (US),Unknown,Unknown,"University of California, Santa Cruz",Department of Mathematics,United States,6.0,Santa Cruz,CA,"95064",PHD,"20",2.0,2.0,190.0,999.0,999.0,No,,,,,,,,"20CASZ",20120936,6.0,MPu_S,CASZ,130.0,Unknown (US),985.0,1174.0,"130CASZ",2.0,12.0,2012,DGData
20.0,CASZ,"130CASZ0312",2.0,65.0,"8-Num",Research Institute/Other Non-Profit,Full-time,Yes,"University of California, Santa Cruz",Department of Mathematics,Germany,6.0,Santa Cruz,CA,"95064",PHD,"20",3.0,1.0,100.0,1.0,1.0,No,Member,School of Mathematics,Institute for Advanced Study,Princeton,NJ,"08540",United States,"20CASZ",20121059,6.0,MPu_S,CASZ,130.0,Research Institute/Other Non-Profit,915.0,1174.0,"130CASZ",2.0,12.0,2012,DGData
20.0,CASZ,"130CASZ0412",888.0,81.0,"7-Appl",Bachelors,Full-time,Yes,"University of California, Santa Cruz",Department of Mathematics,United States,6.0,Santa Cruz,CA,"95064",PHD,"20",4.0,2.0,70.0,1.0,1.0,No,Visiting Professor,Department of Mathematics,Lewis and Clark College,Portland,OR,"97219",United States,"20CASZ",20122640,6.0,MPu_S,CASZ,130.0,Bachelors,510.0,1174.0,"130CASZ",2.0,12.0,2012,DGData
20.0,NYSA,"130NYSA0512",888.0,17.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,"The University of Albany, SUNY",Department of Mathematics & Statistics,United States,5.0,Albany,NY,"12222",PHD,"20",5.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20NYSA",20124703,5.0,MPu_S,NYSA,130.0,Still Seeking (US),975.0,1884.0,"130NYSA",2.0,2.0,2012,DGData
51.0,IAUI,"160IAUI0212",888.0,65.0,"8-Num",Bachelors,Full-time,No,University of Iowa,Applied Mathematical & Computational Sciences,United States,5.0,Iowa City,IA,"52242",PHD,"51",2.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Rose-Hulman Institute of Technology,Terre Haute,IN,"47803",United States,"51IAUI",20121200,5.0,Applied,IAUI,160.0,Bachelors,510.0,1584.0,"160IAUI",2.0,1.0,2012,DGData
51.0,IAUI,"160IAUI0312",888.0,65.0,"8-Num",Bachelors,Full-time,No,University of Iowa,Applied Mathematical & Computational Sciences,United States,5.0,Iowa City,IA,"52242",PHD,"51",3.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Georgia College & State University,Milledgeville,GA,"31061",United States,"51IAUI",20120873,5.0,Applied,IAUI,160.0,Bachelors,510.0,1584.0,"160IAUI",2.0,1.0,2012,DGData
51.0,IAUI,"160IAUI0412",888.0,92.0,"7-Appl",Two-year,Full-time,No,University of Iowa,Applied Mathematical & Computational Sciences,United States,5.0,Iowa City,IA,"52242",PHD,"51",4.0,1.0,80.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,University of Dubuque,Dubuque,IA,"52001",United States,"51IAUI",20123438,5.0,Applied,IAUI,160.0,Two-year,900.0,1584.0,"160IAUI",2.0,11.0,2012,DGData
51.0,IAUI,"160IAUI0512",888.0,92.0,"7-Appl",Group II,Full-time,Yes,University of Iowa,Applied Mathematical & Computational Sciences,United States,5.0,Iowa City,IA,"52242",PHD,"51",5.0,2.0,20.0,1.0,1.0,No,Alliance Postdoctoral Fellow,Department of Mathematics,Arizona State University,Tempe,AZ,"85287",United States,"51IAUI",20122127,5.0,Applied,IAUI,160.0,Math Public Large,110.0,1584.0,"160IAUI",2.0,11.0,2012,DGData
51.0,CODN,"160CODN0212",1.0,5.0,"4-Disc",Bachelors,Full-time,No,"University of Colorado, Denver",Department of Mathematics & Statistical Sciences,India,6.0,Denver,CO,"80217",PHD,"30",2.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics and Computer Science,University of North Alabama,Florence,al,"35632",,"51CODN",20123567,6.0,Applied,CODN,160.0,Bachelors,510.0,1276.0,"160CODN",2.0,11.0,2012,DGData
20.0,NYSA,"130NYSA0312",888.0,47.0,"2-Anal",Bachelors,Full-time,No,"The University of Albany, SUNY",Department of Mathematics & Statistics,United States,5.0,Albany,NY,"12222",PHD,"20",3.0,2.0,70.0,2.0,1.0,No,Visiting Assistant Professor,Department of Mathematics,Siena College,Latham,NY,"12110",United States,"20NYSA",20123093,5.0,MPu_S,NYSA,130.0,Bachelors,510.0,1884.0,"130NYSA",2.0,11.0,2012,DGData
20.0,NYSA,"130NYSA0212",888.0,60.0,"5-Prob",Group II,Full-time,No,"The University of Albany, SUNY",Department of Mathematics & Statistics,United States,5.0,Albany,NY,"12222",PHD,"20",2.0,2.0,20.0,2.0,1.0,No,Lecturer,Department of Mathematics,"The University of Albany, SUNY",Albany,NY,"12222",United States,"20NYSA",20123549,5.0,MPu_S,NYSA,130.0,Math Public Small,130.0,1884.0,"130NYSA",2.0,11.0,2012,DGData
51.0,CODN,"160CODN0312",2.0,93.0,"9-Opt",Still Seeking (US),Still seeking,Not Applicable,"University of Colorado, Denver",Department of Mathematics & Statistical Sciences,South Korea,6.0,Denver,CO,"80217",PHD,"30",3.0,1.0,180.0,888.0,3.0,No,,,,,,,,"51CODN",20124701,6.0,Applied,CODN,160.0,Still Seeking (US),975.0,1276.0,"160CODN",2.0,2.0,2012,DGData
51.0,CODN,"160CODN0412",888.0,90.0,"7-Appl",Non-US Academic,Full-time,Yes,"University of Colorado, Denver",Department of Mathematics & Statistical Sciences,United States,6.0,Denver,CO,"80217",PHD,"30",4.0,2.0,150.0,1.0,1.0,Yes,Postdoctoral Research Associate,"Electrical Engineering, Automatic Control Group",Kungliga Tekniska Logskolan,SE 100 44 Stockholm,,,SWEDEN,"51CODN",20121812,6.0,Applied,CODN,160.0,Non-US Academic,945.0,1276.0,"160CODN",1.0,11.0,2012,DGData
51.0,CODN,"160CODN0512",888.0,51.0,"3-Geom",Still Seeking (US),Still seeking,Not Applicable,"University of Colorado, Denver",Department of Mathematics & Statistical Sciences,United States,6.0,Denver,CO,"80217",PHD,"30",5.0,2.0,180.0,888.0,3.0,No,,,,,,,,"51CODN",20122823,6.0,Applied,CODN,160.0,Still Seeking (US),975.0,1276.0,"160CODN",2.0,11.0,2012,DGData
51.0,CODN,"160CODN0612",888.0,62.0,"6-Stat",Business/Industry,Full-time,No,"University of Colorado, Denver",Department of Mathematics & Statistical Sciences,United States,6.0,Denver,CO,"80217",PHD,"30",6.0,1.0,120.0,2.0,1.0,No,Statistical Analysis,,Return Path,Broomfield,CO,"80021",United States,"51CODN",20124702,6.0,Applied,CODN,160.0,Business/Industry,935.0,1276.0,"160CODN",2.0,2.0,2012,DGData
20.0,NYSA,"130NYSA0412",888.0,62.0,"6-Stat",Unknown (US),Unknown,Unknown,"The University of Albany, SUNY",Department of Mathematics & Statistics,United States,5.0,Albany,NY,"12222",PHD,"20",4.0,2.0,190.0,999.0,999.0,No,,,,,,,,"20NYSA",20123954,5.0,MPu_S,NYSA,130.0,Unknown (US),985.0,1884.0,"130NYSA",2.0,11.0,2012,DGData
12.0,ILUC,"140ILUC0212",888.0,60.0,"5-Prob",Research Institute/Other Non-Profit,Full-time,Yes,University of Chicago,Department of Mathematics,United States,7.0,Chicago,IL,"60637",PHD,"12",2.0,2.0,100.0,1.0,1.0,No,Viterbi Endowed Postdoctoral Scholar,,Mathematical Sciences Research Institute,Berkeley,CA,"94720",United States,"12ILUC",20123642,7.0,MPr_L,ILUC,140.0,Research Institute/Other Non-Profit,915.0,1243.0,"140ILUC",2.0,6.0,2012,DGData
12.0,ILUC,"140ILUC0312",2.0,57.0,"3-Geom",Group I Public,Full-time,Yes,University of Chicago,Department of Mathematics,Vietnam,7.0,Chicago,IL,"60637",PHD,"12",3.0,1.0,11.0,1.0,1.0,No,Zassenhaus Assistant Professor,Department of Mathematics,Ohio State University,Columbus,OH,"43210",United States,"12ILUC",20124038,7.0,MPr_L,ILUC,140.0,Math Public Large,110.0,1243.0,"140ILUC",2.0,12.0,2012,DGData
12.0,ILUC,"140ILUC0412",2.0,11.0,"1-Alg",Non-US Academic,Full-time,Yes,University of Chicago,Department of Mathematics,Argentina,7.0,Chicago,IL,"60637",PHD,"12",4.0,2.0,150.0,1.0,1.0,Yes,Simons Postdoctoral Fellow,Department of Pure Mathematics and Mathematical Statistics,University of Cambridge,Cambridge CB3 0WB,,,UNITED KINGDOM,"12ILUC",20123000,7.0,MPr_L,ILUC,140.0,Non-US Academic,945.0,1243.0,"140ILUC",1.0,12.0,2012,DGData
12.0,ILUC,"140ILUC0512",2.0,35.0,"10-Equa",Group I Private,Full-time,Yes,University of Chicago,Department of Mathematics,China,7.0,Chicago,IL,"60637",PHD,"12",5.0,2.0,12.0,1.0,1.0,No,CLE Moore Instructor,Department of Mathematics,Massachusetts Institute of Technology,Cambridge,MA,"02139",United States,"12ILUC",20123762,7.0,MPr_L,ILUC,140.0,Math Private Large,140.0,1243.0,"140ILUC",2.0,12.0,2012,DGData
12.0,ILUC,"140ILUC0612",2.0,15.0,"1-Alg",Still Seeking (Non-US),Still seeking,Not Applicable,University of Chicago,Department of Mathematics,India,7.0,Chicago,IL,"60637",PHD,"12",6.0,2.0,200.0,888.0,3.0,Yes,,,,,,,,"12ILUC",20120363,7.0,MPr_L,ILUC,140.0,Still Seeking (Non-US),995.0,1243.0,"140ILUC",1.0,2.0,2012,DGData
12.0,ILUC,"140ILUC0712",888.0,60.0,"5-Prob",Group I Public,Full-time,Yes,University of Chicago,Department of Mathematics,United States,7.0,Chicago,IL,"60637",PHD,"12",7.0,2.0,11.0,1.0,1.0,No,Acting Assistant Professor,Department of Mathematics,University of Washington,Seattle,WA,"98195-4350",United States,"12ILUC",20120537,7.0,MPr_L,ILUC,140.0,Math Public Large,110.0,1243.0,"140ILUC",2.0,12.0,2012,DGData
30.0,ALUA,"120ALUA0212",2.0,91.0,"7-Appl",Bachelors,Full-time,No,University of Alabama,Department of Mathematics,Indonesia,5.0,Tuscaloosa,AL,"35487",PHD,"30",2.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,University of West Alabama,Livingston,AL,"35470",United States,"30ALUA",20123294,5.0,MPu_M,ALUA,120.0,Bachelors,510.0,1010.0,"120ALUA",2.0,6.0,2012,DGData
30.0,ALUA,"120ALUA0312",888.0,20.0,"1-Alg",Unknown (US),Unknown,Unknown,University of Alabama,Department of Mathematics,United States,5.0,Tuscaloosa,AL,"35487",PHD,"30",3.0,2.0,190.0,999.0,999.0,No,,,,,,,,"30ALUA",20121431,5.0,MPu_M,ALUA,120.0,Unknown (US),985.0,1010.0,"120ALUA",2.0,11.0,2012,DGData
30.0,ALUA,"120ALUA0412",888.0,65.0,"8-Num",Two-year,Full-time,No,University of Alabama,Department of Mathematics,United States,5.0,Tuscaloosa,AL,"35487",PHD,"30",4.0,2.0,80.0,2.0,1.0,No,Mathematics Instructor,Department of Mathematics,East Mississippi Community College,Scooba,MS,"39358",United States,"30ALUA",20123021,5.0,MPu_M,ALUA,120.0,Two-year,900.0,1010.0,"120ALUA",2.0,2.0,2012,DGData
20.0,COUC,"120COUC0512",2.0,58.0,"3-Geom",Other Academic,Part-time,No,"University of Colorado, Boulder",Department of Mathematics,Colombia,6.0,Boulder,CO,"80309",PHD,"20",5.0,2.0,90.0,2.0,2.0,No,Instructor,Student Academic Services Center,"University of Colorado, Boulder",Boulder,CO,"80309",,"20COUC",20122706,6.0,MPu_M,COUC,120.0,Other Academic,905.0,1277.0,"120COUC",2.0,10.0,2012,DGData
30.0,ALUA,"120ALUA0512",2.0,65.0,"8-Num",Two-year,Full-time,No,University of Alabama,Department of Mathematics,China,5.0,Tuscaloosa,AL,"35487",PHD,"30",5.0,2.0,80.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Southwest Tennessee Community College,Memphis,TN,"38134",United States,"30ALUA",20123201,5.0,MPu_M,ALUA,120.0,Two-year,900.0,1010.0,"120ALUA",2.0,2.0,2012,DGData
30.0,LASW,"120LASW0212",2.0,92.0,"7-Appl",Non-US Academic,Full-time,Yes,University of Louisiana at Lafayette,Department of Mathematics,China,4.0,Lafayette,LA,"70504",PHD,"30",2.0,1.0,150.0,1.0,1.0,Yes,Postdoctoral Fellow,Department of Mathematical and Statistical Science,University of Alberta,Edmonton AB T6G 2G1,,,CANADA,"30LASW",20123219,4.0,MPu_M,LASW,120.0,Non-US Academic,945.0,2170.0,"120LASW",1.0,6.0,2012,DGData
30.0,LASW,"120LASW0312",2.0,34.0,"10-Equa",Still Seeking (US),Still seeking,Not Applicable,University of Louisiana at Lafayette,Department of Mathematics,Mexico,4.0,Lafayette,LA,"70504",PHD,"30",3.0,2.0,180.0,888.0,3.0,No,,,,,,,,"30LASW",20121083,4.0,MPu_M,LASW,120.0,Still Seeking (US),975.0,2170.0,"120LASW",2.0,11.0,2012,DGData
51.0,TXAU,"160TXAU0512",2.0,65.0,"8-Num",Business/Industry,Full-time,No,University of Texas at Austin,Institute for Computational Engineering & Science,Vietnam,6.0,Austin,TX,"78712",PHD,"51",5.0,2.0,120.0,2.0,1.0,No,Software Development Engineer,SQL Server Analytics,Microsoft,Redmond,WA,"98052",United States,"51TXAU",20122205,6.0,Applied,TXAU,160.0,Business/Industry,935.0,2304.0,"160TXAU",2.0,11.0,2012,DGData
30.0,LASW,"120LASW0412",2.0,92.0,"7-Appl",Masters,Full-time,No,University of Louisiana at Lafayette,Department of Mathematics,China,4.0,Lafayette,LA,"70504",PHD,"30",4.0,1.0,60.0,2.0,1.0,No,Assistant Professor,Department of Mathematics and Computer Science,Wilkes University,Wilkes-Barre,PA,"18766",United States,"30LASW",20124593,4.0,MPu_M,LASW,120.0,Masters,410.0,2170.0,"120LASW",2.0,6.0,2012,DGData
51.0,CAIT,"160CAIT0312",1.0,45.0,"10-Equa",Business/Industry,Full-time,No,Calif Institute of Technology,Department of Computational and Mathematical Sciences,France,3.0,Pasadena,CA,"91125",PHD,"51",3.0,2.0,120.0,2.0,1.0,No,Vice President,Securities Division,Goldman Sachs & Co,New York,NY,"10282",,"51CAIT",20122448,3.0,Applied,CAIT,160.0,Business/Industry,935.0,1215.0,"160CAIT",2.0,12.0,2012,DGData
41.0,ILUI,"210ILUI0212",888.0,62.0,"6-Stat",Business/Industry,Full-time,No,"University of Illinois, Urbana-Champaign",Department of Statistics,United States,5.0,Champaign,IL,"61820",PHD,"40",2.0,1.0,120.0,2.0,1.0,No,"Manager of R&D, Consumer & Shopper Marketing",,Symphony IRI Group,Chicago,IL,"60661-1416",United States,"41ILUI",20121167,5.0,Stat,ILUI,210.0,Business/Industry,935.0,1560.0,"210ILUI",2.0,11.0,2012,DGData
41.0,ILUI,"210ILUI0312",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,"University of Illinois, Urbana-Champaign",Department of Statistics,China,5.0,Champaign,IL,"61820",PHD,"40",3.0,1.0,120.0,2.0,1.0,No,Research Statistician,,Abbott Laboratories,Abbott Park,IL,"60064-3500",UNITED STATES,"41ILUI",20122913,5.0,Stat,ILUI,210.0,Business/Industry,935.0,1560.0,"210ILUI",2.0,11.0,2012,DGData
41.0,ILUI,"210ILUI0412",2.0,62.0,"6-Stat",Group III,Full-time,No,"University of Illinois, Urbana-Champaign",Department of Statistics,China,5.0,Champaign,IL,"61820",PHD,"40",4.0,2.0,30.0,2.0,1.0,No,Assistant Professor,Department of Mathematics and Statistics,Bowling Green State University,Bowling Green,OH,"43403",United States,"41ILUI",20124143,5.0,Stat,ILUI,210.0,Math Public Medium,120.0,1560.0,"210ILUI",2.0,2.0,2012,DGData
41.0,ILUI,"210ILUI0512",2.0,62.0,"6-Stat",Other Academic,Full-time,No,"University of Illinois, Urbana-Champaign",Department of Statistics,China,5.0,Champaign,IL,"61820",PHD,"40",5.0,1.0,90.0,2.0,1.0,No,Assistant Professor,Epidemiology and Biostatistics,Drexel University School of Public Health,Philadelphia,PA,"19102-4110",United States,"41ILUI",20124539,5.0,Stat,ILUI,210.0,Other Academic,905.0,1560.0,"210ILUI",2.0,6.0,2012,DGData
51.0,TXAU,"160TXAU0212",888.0,65.0,"8-Num",Group Va,Full-time,Yes,University of Texas at Austin,Institute for Computational Engineering & Science,United States,6.0,Austin,TX,"78712",PHD,"51",2.0,2.0,51.0,1.0,1.0,No,Postdoctoral Fellow,Institute for Computational Engineering and Sciences,University of Texas at Austin,Austin,TX,"78712-1229",,"51TXAU",20121275,6.0,Applied,TXAU,160.0,Applied Mathematics,160.0,2304.0,"160TXAU",2.0,6.0,2012,DGData
51.0,TXAU,"160TXAU0312",888.0,65.0,"8-Num",Other Academic,Full-time,Yes,University of Texas at Austin,Institute for Computational Engineering & Science,United States,6.0,Austin,TX,"78712",PHD,"51",3.0,2.0,90.0,1.0,1.0,No,Postdoctoral Associate,Department of Mechanical Engineering,Massachusetts Institute of Technology,Cambridge,MA,"02139",United States,"51TXAU",20120696,6.0,Applied,TXAU,160.0,Other Academic,905.0,2304.0,"160TXAU",2.0,2.0,2012,DGData
30.0,NCUG,,NaN,NaN,,,,,University of North Carolina at Greensboro,Department of Mathematics & Statistics,,0.0,Greensboro,NC,"27402",PhD,"30",NaN,NaN,NaN,NaN,NaN,,,,,,,,,"30NCUG",NaN,0.0,MPu_S,NCUG,130.0,,NaN,1910.0,"130NCUG",NaN,NaN,2012,DGData
51.0,TXAU,"160TXAU0412",888.0,65.0,"8-Num",Group Va,Full-time,Yes,University of Texas at Austin,Institute for Computational Engineering & Science,United States,6.0,Austin,TX,"78712",PHD,"51",4.0,2.0,51.0,1.0,1.0,No,Postdoctoral Researcher,Institute for Computational Engineering and Sciences,University of Texas at Austin,Austin,TX,"78712",,"51TXAU",20122856,6.0,Applied,TXAU,160.0,Applied Mathematics,160.0,2304.0,"160TXAU",2.0,2.0,2012,DGData
51.0,TXAU,"160TXAU0612",2.0,49.0,"9-Opt",Business/Industry,Full-time,No,University of Texas at Austin,Institute for Computational Engineering & Science,China,6.0,Austin,TX,"78712",PHD,"51",6.0,1.0,120.0,2.0,1.0,No,Junior Analytical Manager,,Opera Solutions,San Diego,CA,"92130",United States,"51TXAU",20124371,6.0,Applied,TXAU,160.0,Business/Industry,935.0,2304.0,"160TXAU",2.0,2.0,2012,DGData
12.0,PAUP,"140PAUP0212",2.0,11.0,"1-Alg",Unknown (Non-US),Unknown,Unknown,University of Pennsylvania,Department of Mathematics,Germany,8.0,Philadelphia,PA,"19104",PHD,"12",2.0,1.0,200.0,999.0,999.0,Yes,,,,,,,,"12PAUP",20122421,8.0,MPr_L,PAUP,140.0,Unknown (Non-US),995.0,2022.0,"140PAUP",1.0,6.0,2012,DGData
12.0,PAUP,"140PAUP0312",888.0,53.0,"3-Geom",Group I Public,Full-time,Yes,University of Pennsylvania,Department of Mathematics,United States,8.0,Philadelphia,PA,"19104",PHD,"12",3.0,2.0,11.0,1.0,1.0,No,Post-doc,Department of Mathematics,University of California at Santa Barbara,Santa Barbara,CA,"93106",United States,"12PAUP",20122358,8.0,MPr_L,PAUP,140.0,Math Public Large,110.0,2022.0,"140PAUP",2.0,11.0,2012,DGData
12.0,PAUP,"140PAUP0412",2.0,53.0,"3-Geom",Non-US Nonacademic,Full-time,Yes,University of Pennsylvania,Department of Mathematics,Italy,8.0,Philadelphia,PA,"19104",PHD,"12",4.0,2.0,160.0,1.0,1.0,Yes,Post-doc,Department of Mathematics,University of Muenster,D-48149 Muenster,,,GERMANY,"12PAUP",20122583,8.0,MPr_L,PAUP,140.0,Non-US Academic,945.0,2022.0,"140PAUP",1.0,11.0,2012,DGData
12.0,PAUP,"140PAUP0512",888.0,14.0,"1-Alg",Non-US Academic,Full-time,Yes,University of Pennsylvania,Department of Mathematics,United States,8.0,Philadelphia,PA,"19104",PHD,"12",5.0,2.0,150.0,1.0,1.0,Yes,Post-doc,Department of Mathematics,Kavli Institute for the Physics and Mathematics of the Universe,Kashiwa 277-8583,,,JAPAN,"12PAUP",20120630,8.0,MPr_L,PAUP,140.0,Non-US Academic,945.0,2022.0,"140PAUP",1.0,11.0,2012,DGData
